dep;semaine;sursaud_cl_age_corona;Nbre_pass_Corona;Nbre_pass_tot;Nbre_hospit_Corona;Nbre_acte_corona;Nbre_acte_tot
26;2020-S11;A;0;524;0;;
26;2020-S11;B;5;767;1;;
26;2020-S11;C;6;345;5;;
26;2020-S11;D;4;177;2;;
26;2020-S11;E;10;308;10;;
26;2020-S12;0;176;1325;78;;
26;2020-S12;A;17;260;6;;
26;2020-S12;B;61;411;9;;
26;2020-S12;C;32;280;12;;
26;2020-S12;D;25;139;16;;
26;2020-S12;E;41;235;35;;
26;2020-S13;0;278;1121;117;;
26;2020-S13;A;5;152;2;;
26;2020-S13;B;102;363;10;;
26;2020-S13;C;73;266;21;;
26;2020-S13;D;42;121;32;;
26;2020-S13;E;56;219;52;;
26;2020-S14;0;195;1030;69;;
26;2020-S14;A;8;152;1;;
26;2020-S14;B;75;342;5;;
26;2020-S14;C;53;269;13;;
26;2020-S14;D;22;91;19;;
26;2020-S14;E;37;176;31;;
27;2020-S10;0;0;1235;0;;
27;2020-S10;A;0;217;0;;
27;2020-S10;B;0;535;0;;
27;2020-S10;C;0;260;0;;
27;2020-S10;D;0;100;0;;
27;2020-S10;E;0;123;0;;
27;2020-S11;0;3;1390;0;;
27;2020-S11;A;0;232;0;;
27;2020-S11;B;0;612;0;;
27;2020-S11;C;3;316;0;;
27;2020-S11;D;0;85;0;;
27;2020-S11;E;0;145;0;;
27;2020-S12;0;11;679;1;;
27;2020-S12;A;0;77;0;;
27;2020-S12;B;6;300;1;;
27;2020-S12;C;4;138;0;;
27;2020-S12;D;1;68;0;;
27;2020-S12;E;0;96;0;;
27;2020-S13;0;44;747;4;;
27;2020-S13;A;0;75;0;;
27;2020-S13;B;26;323;1;;
27;2020-S13;C;14;182;1;;
27;2020-S13;D;1;80;0;;
27;2020-S13;E;3;87;2;;
27;2020-S14;0;40;729;6;;
27;2020-S14;A;0;68;0;;
27;2020-S14;B;28;320;2;;
27;2020-S14;C;8;175;2;;
27;2020-S14;D;2;65;0;;
27;2020-S14;E;2;101;2;;
28;2020-S10;0;3;2402;0;;
28;2020-S10;A;1;296;0;;
28;2020-S10;B;2;940;0;;
28;2020-S10;C;0;531;0;;
28;2020-S10;D;0;231;0;;
28;2020-S10;E;0;404;0;;
28;2020-S11;0;18;2224;2;;
28;2020-S11;A;1;337;0;;
28;2020-S11;B;11;892;0;;
28;2020-S11;C;2;444;0;;
28;2020-S11;D;1;214;1;;
28;2020-S11;E;3;337;1;;
28;2020-S12;0;53;1309;15;;
28;2020-S12;A;1;113;0;;
28;2020-S12;B;23;473;6;;
28;2020-S12;C;17;329;4;;
28;2020-S12;D;5;172;3;;
28;2020-S12;E;7;222;2;;
28;2020-S13;0;93;1263;28;;
28;2020-S13;A;0;95;0;;
28;2020-S13;B;29;446;5;;
28;2020-S13;C;37;321;9;;
28;2020-S13;D;15;148;8;;
28;2020-S13;E;12;253;6;;
28;2020-S14;0;90;1195;31;;
28;2020-S14;A;1;89;0;;
28;2020-S14;B;14;402;3;;
28;2020-S14;C;30;330;5;;
28;2020-S14;D;23;161;7;;
28;2020-S14;E;22;213;16;;
29;2020-S10;0;2;4349;1;0;1443
29;2020-S10;A;1;857;1;0;438
29;2020-S10;B;1;1511;0;0;630
29;2020-S10;C;0;767;0;0;223
29;2020-S10;D;0;464;0;0;62
29;2020-S10;E;0;749;0;0;88
29;2020-S11;0;3;4174;1;23;1504
29;2020-S11;A;3;873;1;13;497
29;2020-S11;B;0;1423;0;6;637
29;2020-S11;C;0;860;0;4;215
29;2020-S11;D;0;376;0;0;56
29;2020-S11;E;0;642;0;0;98
29;2020-S12;0;60;2920;3;74;1149
29;2020-S12;A;2;441;1;16;344
29;2020-S12;B;36;1000;0;39;500
29;2020-S12;C;16;675;1;11;198
29;2020-S12;D;3;299;1;4;44
29;2020-S12;E;3;505;0;4;62
29;2020-S13;0;85;2550;17;73;752
29;2020-S13;A;2;322;0;4;130
29;2020-S13;B;34;865;1;48;366
29;2020-S13;C;32;612;9;15;134
29;2020-S13;D;8;262;4;4;53
29;2020-S13;E;9;487;3;2;69
29;2020-S14;0;60;2523;14;36;580
29;2020-S14;A;0;324;0;0;91
29;2020-S14;B;27;825;5;26;271
29;2020-S14;C;14;573;4;3;112
29;2020-S14;D;6;262;0;3;46
29;2020-S14;E;13;539;5;4;59
2A;2020-S10;0;36;688;28;2;380
2A;2020-S10;A;6;108;4;0;102
2A;2020-S10;B;14;265;10;0;159
2A;2020-S10;C;9;147;7;0;73
2A;2020-S10;D;3;63;3;2;27
2A;2020-S10;E;4;105;4;0;12
2A;2020-S11;0;10;474;9;61;590
2A;2020-S11;A;2;71;2;8;136
2A;2020-S11;B;3;171;3;29;261
2A;2020-S11;C;4;113;3;15;128
2A;2020-S11;D;0;55;0;3;39
2A;2020-S11;E;1;64;1;5;22
2A;2020-S12;0;5;312;5;69;276
2A;2020-S12;A;0;24;0;3;64
2A;2020-S12;B;1;101;1;32;113
2A;2020-S12;C;0;91;0;27;63
2A;2020-S12;D;1;35;1;4;17
2A;2020-S12;E;3;61;3;3;19
2A;2020-S13;0;13;258;9;135;310
2A;2020-S13;A;0;22;0;8;45
2A;2020-S13;B;3;105;1;72;146
2A;2020-S13;C;5;70;3;34;72
2A;2020-S13;D;2;21;2;7;20
2A;2020-S13;E;3;40;3;14;27
2A;2020-S14;0;16;325;11;68;234
2A;2020-S14;A;0;29;0;11;42
2A;2020-S14;B;5;113;1;29;96
2A;2020-S14;C;4;90;4;16;52
2A;2020-S14;D;1;37;0;4;18
2A;2020-S14;E;6;56;6;8;26
2B;2020-S10;0;64;861;63;;
2B;2020-S10;A;9;147;9;;
2B;2020-S10;B;36;325;35;;
2B;2020-S10;C;18;188;18;;
2B;2020-S10;D;1;88;1;;
2B;2020-S10;E;0;113;0;;
2B;2020-S11;0;156;831;156;;
2B;2020-S11;A;21;124;21;;
2B;2020-S11;B;85;324;85;;
2B;2020-S11;C;39;199;39;;
2B;2020-S11;D;7;81;7;;
2B;2020-S11;E;4;103;4;;
2B;2020-S12;0;235;628;232;;
2B;2020-S12;A;19;63;19;;
2B;2020-S12;B;98;231;96;;
2B;2020-S12;C;83;182;83;;
2B;2020-S12;D;14;68;13;;
2B;2020-S12;E;21;84;21;;
2B;2020-S13;0;447;763;444;;
2B;2020-S13;A;7;34;6;;
2B;2020-S13;B;187;294;185;;
2B;2020-S13;C;163;255;163;;
2B;2020-S13;D;36;81;36;;
2B;2020-S13;E;54;99;54;;
2B;2020-S14;0;234;592;219;;
2B;2020-S14;A;6;38;4;;
2B;2020-S14;B;86;205;80;;
2B;2020-S14;C;91;179;86;;
2B;2020-S14;D;20;57;19;;
2B;2020-S14;E;31;113;30;;
30;2020-S10;0;0;3574;0;0;750
30;2020-S10;A;0;834;0;0;264
30;2020-S10;B;0;1289;0;0;316
30;2020-S10;C;0;622;0;0;101
30;2020-S10;D;0;301;0;0;30
30;2020-S10;E;0;528;0;0;39
30;2020-S11;0;1;3192;0;13;705
30;2020-S11;A;0;682;0;3;253
30;2020-S11;B;1;1149;0;5;270
30;2020-S11;C;0;598;0;3;116
30;2020-S11;D;0;303;0;1;28
30;2020-S11;E;0;460;0;1;38
30;2020-S12;0;40;1876;8;37;488
30;2020-S12;A;0;357;0;7;126
30;2020-S12;B;22;643;0;22;224
30;2020-S12;C;12;402;3;7;78
30;2020-S12;D;4;157;4;0;26
30;2020-S12;E;2;317;1;1;34
30;2020-S13;0;100;1843;30;96;501
30;2020-S13;A;3;232;1;4;94
30;2020-S13;B;38;663;4;57;239
30;2020-S13;C;27;452;4;26;105
30;2020-S13;D;15;198;8;6;29
30;2020-S13;E;17;298;13;3;34
30;2020-S14;0;89;1777;30;91;398
30;2020-S14;A;4;223;0;5;58
30;2020-S14;B;35;640;6;56;188
30;2020-S14;C;28;438;6;19;83
30;2020-S14;D;6;188;5;7;29
30;2020-S14;E;16;288;13;4;40
31;2020-S10;0;13;5775;9;1;1156
31;2020-S10;A;0;1237;0;1;354
31;2020-S10;B;5;2335;1;0;531
31;2020-S10;C;2;1103;2;0;137
31;2020-S10;D;2;395;2;0;45
31;2020-S10;E;4;705;4;0;89
31;2020-S11;0;174;5262;93;84;1232
31;2020-S11;A;13;1157;0;30;333
31;2020-S11;B;73;2210;22;43;606
31;2020-S11;C;37;915;22;8;165
31;2020-S11;D;15;361;14;2;48
31;2020-S11;E;36;619;35;1;80
31;2020-S12;0;265;3111;104;185;1016
31;2020-S12;A;102;617;21;27;214
31;2020-S12;B;75;1087;23;119;499
31;2020-S12;C;40;671;23;27;165
31;2020-S12;D;20;268;12;4;54
31;2020-S12;E;28;468;25;8;84
31;2020-S13;0;296;2746;160;220;911
31;2020-S13;A;58;421;10;18;116
31;2020-S13;B;105;992;45;150;502
31;2020-S13;C;67;614;45;36;178
31;2020-S13;D;24;251;20;5;39
31;2020-S13;E;42;468;40;11;76
31;2020-S14;0;536;2965;297;154;791
31;2020-S14;A;26;418;5;13;104
31;2020-S14;B;206;1060;77;99;395
31;2020-S14;C;157;687;89;33;151
31;2020-S14;D;57;268;48;5;51
31;2020-S14;E;90;532;78;4;90
32;2020-S10;0;1;558;1;;
32;2020-S10;A;0;101;0;;
32;2020-S10;B;0;179;0;;
32;2020-S10;C;0;109;0;;
32;2020-S10;D;1;41;1;;
32;2020-S10;E;0;128;0;;
32;2020-S11;0;17;476;11;;
32;2020-S11;A;0;79;0;;
32;2020-S11;B;6;159;2;;
32;2020-S11;C;4;91;3;;
32;2020-S11;D;2;44;1;;
32;2020-S11;E;5;103;5;;
32;2020-S12;0;37;347;14;;
32;2020-S12;A;1;35;0;;
32;2020-S12;B;13;104;3;;
32;2020-S12;C;16;87;5;;
32;2020-S12;D;3;39;2;;
32;2020-S12;E;4;82;4;;
32;2020-S13;0;80;394;43;;
32;2020-S13;A;2;26;2;;
32;2020-S13;B;25;133;6;;
32;2020-S13;C;21;80;8;;
32;2020-S13;D;9;47;8;;
32;2020-S13;E;23;108;19;;
32;2020-S14;0;66;355;48;;
32;2020-S14;A;2;33;2;;
32;2020-S14;B;21;99;11;;
32;2020-S14;C;13;81;6;;
32;2020-S14;D;5;40;5;;
32;2020-S14;E;25;102;24;;
33;2020-S10;0;5;5968;1;32;6695
33;2020-S10;A;0;1020;0;2;1806
33;2020-S10;B;2;2261;0;17;2917
33;2020-S10;C;3;1115;1;10;1095
33;2020-S10;D;0;558;0;2;323
33;2020-S10;E;0;1014;0;1;554
33;2020-S11;0;26;5769;9;340;6738
33;2020-S11;A;1;1175;0;44;1790
33;2020-S11;B;13;2165;3;212;3109
33;2020-S11;C;7;1110;3;68;1062
33;2020-S11;D;3;484;2;5;313
33;2020-S11;E;2;835;1;10;461
33;2020-S12;0;325;3775;102;927;5827
33;2020-S12;A;9;657;2;129;1425
33;2020-S12;B;152;1358;17;549;2624
33;2020-S12;C;86;792;27;181;1037
33;2020-S12;D;32;339;17;29;303
33;2020-S12;E;46;629;39;39;436
33;2020-S13;0;647;3828;231;940;4569
33;2020-S13;A;14;501;4;76;854
33;2020-S13;B;282;1281;38;536;1993
33;2020-S13;C;210;1008;79;249;975
33;2020-S13;D;56;384;42;47;288
33;2020-S13;E;85;654;68;32;456
33;2020-S14;0;509;3595;230;644;3950
33;2020-S14;A;8;498;5;57;688
33;2020-S14;B;212;1271;61;380;1729
33;2020-S14;C;150;848;59;147;823
33;2020-S14;D;52;355;30;35;282
33;2020-S14;E;87;623;75;25;428
34;2020-S10;0;11;6208;9;0;975
34;2020-S10;A;5;1572;5;0;339
34;2020-S10;B;1;2303;0;0;385
34;2020-S10;C;1;1037;0;0;159
34;2020-S10;D;1;496;1;0;40
34;2020-S10;E;3;800;3;0;52
34;2020-S11;0;71;5348;29;21;833
34;2020-S11;A;46;1283;16;10;299
34;2020-S11;B;10;1944;1;8;337
34;2020-S11;C;6;1015;3;1;132
34;2020-S11;D;3;442;3;2;30
34;2020-S11;E;6;664;6;0;35
34;2020-S12;0;134;3273;67;116;614
34;2020-S12;A;28;546;8;29;195
34;2020-S12;B;32;1167;5;60;250
34;2020-S12;C;20;738;11;21;96
34;2020-S12;D;16;307;12;3;43
34;2020-S12;E;38;515;31;3;30
34;2020-S13;0;299;3281;154;143;660
34;2020-S13;A;29;366;12;28;151
34;2020-S13;B;82;1320;15;77;303
34;2020-S13;C;97;864;53;25;123
34;2020-S13;D;40;315;32;8;43
34;2020-S13;E;51;416;42;5;40
34;2020-S14;0;249;2944;98;92;507
34;2020-S14;A;28;370;11;13;87
34;2020-S14;B;72;1126;9;52;230
34;2020-S14;C;70;714;18;15;94
34;2020-S14;D;34;296;24;3;43
34;2020-S14;E;45;438;36;9;52
35;2020-S10;0;1;4201;1;2;1301
35;2020-S10;A;0;1062;0;0;288
35;2020-S10;B;0;1594;0;1;584
35;2020-S10;C;1;664;1;1;166
35;2020-S10;D;0;297;0;0;69
35;2020-S10;E;0;584;0;0;194
35;2020-S11;0;44;3950;15;9;1305
35;2020-S11;A;16;995;1;5;297
35;2020-S11;B;10;1484;4;3;567
35;2020-S11;C;9;672;2;1;195
35;2020-S11;D;5;279;4;0;60
35;2020-S11;E;4;519;4;0;183
35;2020-S12;0;173;2528;86;86;1171
35;2020-S12;A;8;569;2;21;220
35;2020-S12;B;84;864;28;47;539
35;2020-S12;C;50;486;27;9;176
35;2020-S12;D;15;215;13;3;63
35;2020-S12;E;16;394;16;6;173
35;2020-S13;0;384;2508;166;155;998
35;2020-S13;A;3;474;3;10;129
35;2020-S13;B;183;889;44;95;477
35;2020-S13;C;108;535;42;28;154
35;2020-S13;D;47;219;35;13;91
35;2020-S13;E;43;391;42;9;147
35;2020-S14;0;330;2381;140;132;926
35;2020-S14;A;5;394;3;6;113
35;2020-S14;B;155;840;39;71;416
35;2020-S14;C;92;486;34;34;168
35;2020-S14;D;32;212;23;8;65
35;2020-S14;E;46;449;41;13;164
36;2020-S10;0;0;773;0;;
36;2020-S10;A;0;154;0;;
36;2020-S10;B;0;249;0;;
36;2020-S10;C;0;151;0;;
36;2020-S10;D;0;79;0;;
36;2020-S10;E;0;140;0;;
36;2020-S11;0;0;806;0;;
36;2020-S11;A;0;159;0;;
36;2020-S11;B;0;276;0;;
36;2020-S11;C;0;157;0;;
36;2020-S11;D;0;75;0;;
36;2020-S11;E;0;139;0;;
36;2020-S12;0;6;518;4;;
36;2020-S12;A;0;78;0;;
36;2020-S12;B;1;165;0;;
36;2020-S12;C;2;108;1;;
36;2020-S12;D;1;54;1;;
36;2020-S12;E;2;113;2;;
36;2020-S13;0;21;393;12;;
36;2020-S13;A;1;43;1;;
36;2020-S13;B;5;113;2;;
36;2020-S13;C;6;92;3;;
36;2020-S13;D;7;45;5;;
36;2020-S13;E;2;100;1;;
36;2020-S14;0;15;363;8;;
36;2020-S14;A;1;30;0;;
36;2020-S14;B;5;106;1;;
36;2020-S14;C;3;76;2;;
36;2020-S14;D;0;49;0;;
36;2020-S14;E;6;102;5;;
37;2020-S10;0;0;2376;0;2;1437
37;2020-S10;A;0;672;0;0;343
37;2020-S10;B;0;750;0;2;773
37;2020-S10;C;0;409;0;0;192
37;2020-S10;D;0;174;0;0;37
37;2020-S10;E;0;371;0;0;92
37;2020-S11;0;15;2260;9;4;1415
37;2020-S11;A;0;690;0;1;377
37;2020-S11;B;6;730;3;3;799
37;2020-S11;C;4;356;1;0;162
37;2020-S11;D;0;165;0;0;27
37;2020-S11;E;5;319;5;0;49
37;2020-S12;0;106;1404;54;61;949
37;2020-S12;A;3;401;1;0;192
37;2020-S12;B;47;379;12;49;536
37;2020-S12;C;25;254;14;9;127
37;2020-S12;D;8;135;8;1;36
37;2020-S12;E;23;235;19;2;57
37;2020-S13;0;133;1238;44;86;765
37;2020-S13;A;1;286;0;7;107
37;2020-S13;B;39;351;3;60;439
37;2020-S13;C;56;264;18;14;124
37;2020-S13;D;9;83;4;4;36
37;2020-S13;E;28;254;19;1;59
37;2020-S14;0;148;1274;51;51;644
37;2020-S14;A;0;285;0;4;82
37;2020-S14;B;54;341;8;33;347
37;2020-S14;C;48;298;20;9;115
37;2020-S14;D;15;115;8;3;34
37;2020-S14;E;31;235;15;2;66
38;2020-S10;0;0;6005;0;0;1519
38;2020-S10;A;0;1366;0;0;332
38;2020-S10;B;0;2199;0;0;649
38;2020-S10;C;0;1118;0;0;279
38;2020-S10;D;0;466;0;0;71
38;2020-S10;E;0;856;0;0;188
38;2020-S11;0;9;5415;1;67;1518
38;2020-S11;A;0;1300;0;12;325
38;2020-S11;B;5;2053;0;39;727
38;2020-S11;C;4;989;1;12;243
38;2020-S11;D;0;394;0;2;65
38;2020-S11;E;0;679;0;2;158
38;2020-S12;0;38;3265;13;244;1080
38;2020-S12;A;0;630;0;23;164
38;2020-S12;B;21;1106;4;138;520
38;2020-S12;C;6;693;1;64;216
38;2020-S12;D;3;292;0;7;62
38;2020-S12;E;8;544;8;12;118
38;2020-S13;0;437;3069;153;236;1093
38;2020-S13;A;10;469;0;15;145
38;2020-S13;B;186;1140;22;150;553
38;2020-S13;C;136;733;47;44;195
38;2020-S13;D;44;252;30;11;63
38;2020-S13;E;61;475;54;16;137
38;2020-S14;0;363;3091;126;160;925
38;2020-S14;A;6;461;0;11;115
38;2020-S14;B;147;1096;9;92;433
38;2020-S14;C;97;713;30;39;195
38;2020-S14;D;45;275;30;7;62
38;2020-S14;E;68;546;57;11;120
39;2020-S10;0;7;1471;3;;
39;2020-S10;A;0;247;0;;
39;2020-S10;B;6;530;2;;
39;2020-S10;C;0;319;0;;
39;2020-S10;D;0;110;0;;
39;2020-S10;E;1;265;1;;
39;2020-S11;0;37;1178;11;;
39;2020-S11;A;1;169;0;;
39;2020-S11;B;15;455;3;;
39;2020-S11;C;16;263;5;;
39;2020-S11;D;1;99;0;;
39;2020-S11;E;4;192;3;;
39;2020-S12;0;84;774;26;;
39;2020-S12;A;0;84;0;;
39;2020-S12;B;32;294;6;;
39;2020-S12;C;34;195;6;;
39;2020-S12;D;7;69;5;;
39;2020-S12;E;11;132;9;;
39;2020-S13;0;179;898;68;;
39;2020-S13;A;2;68;0;;
39;2020-S13;B;77;329;10;;
39;2020-S13;C;46;242;16;;
39;2020-S13;D;23;92;16;;
39;2020-S13;E;31;167;26;;
39;2020-S14;0;67;759;34;;
39;2020-S14;A;2;66;0;;
39;2020-S14;B;22;271;7;;
39;2020-S14;C;24;204;10;;
39;2020-S14;D;6;69;5;;
39;2020-S14;E;13;149;12;;
40;2020-S10;0;4;1271;0;;
40;2020-S10;A;0;217;0;;
40;2020-S10;B;3;401;0;;
40;2020-S10;C;0;232;0;;
40;2020-S10;D;1;168;0;;
40;2020-S10;E;0;253;0;;
40;2020-S11;0;32;1251;7;;
40;2020-S11;A;2;200;0;;
40;2020-S11;B;14;411;1;;
40;2020-S11;C;11;237;2;;
40;2020-S11;D;1;131;0;;
40;2020-S11;E;4;272;4;;
40;2020-S12;0;71;764;37;;
40;2020-S12;A;10;118;5;;
40;2020-S12;B;24;216;5;;
40;2020-S12;C;14;173;9;;
40;2020-S12;D;6;85;4;;
40;2020-S12;E;17;172;14;;
40;2020-S13;0;89;682;57;;
40;2020-S13;A;3;76;3;;
40;2020-S13;B;22;196;5;;
40;2020-S13;C;29;165;16;;
40;2020-S13;D;11;78;10;;
40;2020-S13;E;24;167;23;;
40;2020-S14;0;49;743;27;;
40;2020-S14;A;1;94;1;;
40;2020-S14;B;12;190;1;;
40;2020-S14;C;17;164;9;;
40;2020-S14;D;1;88;1;;
40;2020-S14;E;18;207;15;;
41;2020-S10;0;0;1692;0;;
41;2020-S10;A;0;386;0;;
41;2020-S10;B;0;558;0;;
41;2020-S10;C;0;329;0;;
41;2020-S10;D;0;133;0;;
41;2020-S10;E;0;285;0;;
41;2020-S11;0;1;1475;0;;
41;2020-S11;A;0;301;0;;
41;2020-S11;B;0;541;0;;
41;2020-S11;C;1;293;0;;
41;2020-S11;D;0;109;0;;
41;2020-S11;E;0;231;0;;
41;2020-S12;0;21;945;0;;
41;2020-S12;A;0;153;0;;
41;2020-S12;B;6;333;0;;
41;2020-S12;C;7;208;0;;
41;2020-S12;D;3;69;0;;
41;2020-S12;E;5;182;0;;
41;2020-S13;0;98;922;11;;
41;2020-S13;A;1;111;0;;
41;2020-S13;B;22;327;1;;
41;2020-S13;C;17;187;2;;
41;2020-S13;D;18;85;5;;
41;2020-S13;E;40;212;3;;
41;2020-S14;0;119;902;15;;
41;2020-S14;A;0;99;0;;
41;2020-S14;B;37;307;0;;
41;2020-S14;C;35;218;3;;
41;2020-S14;D;12;82;0;;
41;2020-S14;E;35;196;12;;
42;2020-S10;0;0;4857;0;0;1121
42;2020-S10;A;0;970;0;0;284
42;2020-S10;B;0;1847;0;0;416
42;2020-S10;C;0;937;0;0;183
42;2020-S10;D;0;408;0;0;71
42;2020-S10;E;0;695;0;0;167
42;2020-S11;0;11;4387;5;22;1052
42;2020-S11;A;2;836;0;5;291
42;2020-S11;B;5;1723;1;12;435
42;2020-S11;C;0;850;0;5;141
42;2020-S11;D;2;383;2;0;50
42;2020-S11;E;2;595;2;0;135
42;2020-S12;0;64;2737;37;56;755
42;2020-S12;A;0;390;0;4;155
42;2020-S12;B;18;969;3;35;322
42;2020-S12;C;17;613;9;10;130
42;2020-S12;D;9;273;6;3;48
42;2020-S12;E;20;492;19;4;100
42;2020-S13;0;326;2398;243;82;693
42;2020-S13;A;0;273;0;2;94
42;2020-S13;B;58;793;18;49;294
42;2020-S13;C;79;556;54;20;143
42;2020-S13;D;75;300;63;6;64
42;2020-S13;E;114;476;108;5;98
42;2020-S14;0;358;2345;215;104;605
42;2020-S14;A;0;276;0;7;69
42;2020-S14;B;92;761;15;53;232
42;2020-S14;C;92;568;48;25;140
42;2020-S14;D;62;255;50;10;64
42;2020-S14;E;112;485;102;9;100
43;2020-S10;0;0;187;0;;
43;2020-S10;A;0;25;0;;
43;2020-S10;B;0;70;0;;
43;2020-S10;C;0;39;0;;
43;2020-S10;D;0;23;0;;
43;2020-S10;E;0;30;0;;
43;2020-S11;0;0;185;0;;
43;2020-S11;A;0;26;0;;
43;2020-S11;B;0;56;0;;
43;2020-S11;C;0;43;0;;
43;2020-S11;D;0;16;0;;
43;2020-S11;E;0;44;0;;
43;2020-S12;0;0;108;0;;
43;2020-S12;A;0;11;0;;
43;2020-S12;B;0;34;0;;
43;2020-S12;C;0;26;0;;
43;2020-S12;D;0;11;0;;
43;2020-S12;E;0;26;0;;
43;2020-S13;0;1;108;0;;
43;2020-S13;A;0;7;0;;
43;2020-S13;B;0;36;0;;
43;2020-S13;C;1;32;0;;
43;2020-S13;D;0;11;0;;
43;2020-S13;E;0;22;0;;
43;2020-S14;0;7;107;3;;
43;2020-S14;A;0;10;0;;
43;2020-S14;B;4;33;1;;
43;2020-S14;C;2;27;1;;
43;2020-S14;D;0;14;0;;
43;2020-S14;E;1;23;1;;
44;2020-S10;0;89;3640;1;4;4094
44;2020-S10;A;14;772;0;0;1143
44;2020-S10;B;49;1419;0;0;1709
44;2020-S10;C;21;670;0;2;577
44;2020-S10;D;3;289;0;1;203
44;2020-S10;E;2;486;1;1;454
44;2020-S11;0;149;3527;5;89;4246
44;2020-S11;A;9;774;0;16;1186
44;2020-S11;B;101;1336;1;51;1803
44;2020-S11;C;32;693;2;16;618
44;2020-S11;D;4;279;0;4;200
44;2020-S11;E;3;444;2;2;429
44;2020-S12;0;103;2137;65;554;3467
44;2020-S12;A;0;409;0;123;974
44;2020-S12;B;18;690;4;280;1390
44;2020-S12;C;31;454;14;94;521
44;2020-S12;D;21;213;15;22;185
44;2020-S12;E;33;371;32;31;385
44;2020-S13;0;428;2087;231;637;2919
44;2020-S13;A;7;341;1;60;557
44;2020-S13;B;158;701;47;364;1281
44;2020-S13;C;113;499;51;127;509
44;2020-S13;D;62;223;53;40;190
44;2020-S13;E;88;322;79;46;379
44;2020-S14;0;392;2201;211;459;2585
44;2020-S14;A;16;352;6;56;444
44;2020-S14;B;121;743;37;253;1097
44;2020-S14;C;116;493;54;90;458
44;2020-S14;D;54;230;40;20;178
44;2020-S14;E;85;383;74;40;406
45;2020-S10;0;1;2810;1;0;403
45;2020-S10;A;0;679;0;0;79
45;2020-S10;B;1;1093;1;0;204
45;2020-S10;C;0;449;0;0;63
45;2020-S10;D;0;219;0;0;14
45;2020-S10;E;0;370;0;0;41
45;2020-S11;0;1;2589;0;7;435
45;2020-S11;A;0;681;0;0;73
45;2020-S11;B;1;929;0;6;249
45;2020-S11;C;0;444;0;0;47
45;2020-S11;D;0;180;0;0;16
45;2020-S11;E;0;355;0;1;44
45;2020-S12;0;7;1555;5;43;308
45;2020-S12;A;0;273;0;5;57
45;2020-S12;B;2;564;1;26;145
45;2020-S12;C;2;306;1;9;53
45;2020-S12;D;2;137;2;1;13
45;2020-S12;E;1;275;1;0;33
45;2020-S13;0;134;1506;76;29;211
45;2020-S13;A;2;208;0;1;29
45;2020-S13;B;42;583;12;23;98
45;2020-S13;C;39;311;22;3;41
45;2020-S13;D;23;152;18;2;21
45;2020-S13;E;28;252;24;0;18
45;2020-S14;0;209;1613;122;40;246
45;2020-S14;A;3;258;0;2;24
45;2020-S14;B;52;550;14;22;110
45;2020-S14;C;61;348;27;11;53
45;2020-S14;D;33;156;29;1;15
45;2020-S14;E;60;301;52;2;34
46;2020-S10;0;0;726;0;;
46;2020-S10;A;0;140;0;;
46;2020-S10;B;0;227;0;;
46;2020-S10;C;0;135;0;;
46;2020-S10;D;0;84;0;;
46;2020-S10;E;0;140;0;;
46;2020-S11;0;0;802;0;;
46;2020-S11;A;0;159;0;;
46;2020-S11;B;0;255;0;;
46;2020-S11;C;0;147;0;;
46;2020-S11;D;0;106;0;;
46;2020-S11;E;0;135;0;;
46;2020-S12;0;0;520;0;;
46;2020-S12;A;0;87;0;;
46;2020-S12;B;0;150;0;;
46;2020-S12;C;0;115;0;;
46;2020-S12;D;0;59;0;;
46;2020-S12;E;0;108;0;;
46;2020-S13;0;13;495;9;;
46;2020-S13;A;1;60;1;;
46;2020-S13;B;5;181;3;;
46;2020-S13;C;2;94;0;;
46;2020-S13;D;2;64;2;;
46;2020-S13;E;3;96;3;;
46;2020-S14;0;21;495;13;;
46;2020-S14;A;1;53;0;;
46;2020-S14;B;5;149;2;;
46;2020-S14;C;5;106;1;;
46;2020-S14;D;4;64;4;;
46;2020-S14;E;6;123;6;;
47;2020-S10;0;48;1570;4;;
47;2020-S10;A;5;230;0;;
47;2020-S10;B;18;559;1;;
47;2020-S10;C;17;303;2;;
47;2020-S10;D;6;141;0;;
47;2020-S10;E;2;337;1;;
47;2020-S11;0;206;1713;9;;
47;2020-S11;A;42;297;0;;
47;2020-S11;B;100;642;1;;
47;2020-S11;C;47;332;1;;
47;2020-S11;D;7;136;2;;
47;2020-S11;E;10;306;5;;
47;2020-S12;0;172;1045;28;;
47;2020-S12;A;6;154;2;;
47;2020-S12;B;89;361;5;;
47;2020-S12;C;53;237;3;;
47;2020-S12;D;5;78;2;;
47;2020-S12;E;19;215;16;;
47;2020-S13;0;123;901;49;;
47;2020-S13;A;4;102;4;;
47;2020-S13;B;55;312;7;;
47;2020-S13;C;34;198;12;;
47;2020-S13;D;11;100;7;;
47;2020-S13;E;19;189;19;;
47;2020-S14;0;86;929;35;;
47;2020-S14;A;5;95;2;;
47;2020-S14;B;26;291;4;;
47;2020-S14;C;25;218;6;;
47;2020-S14;D;9;114;6;;
47;2020-S14;E;21;211;17;;
48;2020-S10;0;0;257;0;;
48;2020-S10;A;0;49;0;;
48;2020-S10;B;0;103;0;;
48;2020-S10;C;0;42;0;;
48;2020-S10;D;0;23;0;;
48;2020-S10;E;0;40;0;;
48;2020-S11;0;6;225;3;;
