dep;semaine;sursaud_cl_age_corona;Nbre_pass_Corona;Nbre_pass_tot;Nbre_hospit_Corona;Nbre_acte_corona;Nbre_acte_tot
48;2020-S11;A;0;40;0;;
48;2020-S11;B;2;69;0;;
48;2020-S11;C;2;49;1;;
48;2020-S11;D;1;22;1;;
48;2020-S11;E;1;45;1;;
48;2020-S12;0;6;108;0;;
48;2020-S12;A;0;15;0;;
48;2020-S12;B;2;32;0;;
48;2020-S12;C;3;29;0;;
48;2020-S12;D;1;12;0;;
48;2020-S12;E;0;20;0;;
48;2020-S13;0;11;130;1;;
48;2020-S13;A;0;8;0;;
48;2020-S13;B;3;51;0;;
48;2020-S13;C;3;23;1;;
48;2020-S13;D;4;24;0;;
48;2020-S13;E;1;24;0;;
48;2020-S14;0;7;126;1;;
48;2020-S14;A;0;14;0;;
48;2020-S14;B;1;52;0;;
48;2020-S14;C;3;33;1;;
48;2020-S14;D;1;7;0;;
48;2020-S14;E;2;20;0;;
49;2020-S10;0;29;2794;10;;
49;2020-S10;A;0;648;0;;
49;2020-S10;B;13;1118;2;;
49;2020-S10;C;8;430;2;;
49;2020-S10;D;4;189;3;;
49;2020-S10;E;4;409;3;;
49;2020-S11;0;51;2580;16;;
49;2020-S11;A;2;664;0;;
49;2020-S11;B;20;937;2;;
49;2020-S11;C;12;435;2;;
49;2020-S11;D;10;195;6;;
49;2020-S11;E;7;349;6;;
49;2020-S12;0;181;1739;54;;
49;2020-S12;A;2;401;0;;
49;2020-S12;B;81;582;11;;
49;2020-S12;C;48;351;11;;
49;2020-S12;D;23;148;12;;
49;2020-S12;E;27;257;20;;
49;2020-S13;0;290;1623;94;;
49;2020-S13;A;9;287;0;;
49;2020-S13;B;116;529;13;;
49;2020-S13;C;88;369;31;;
49;2020-S13;D;34;159;20;;
49;2020-S13;E;43;279;30;;
49;2020-S14;0;247;1613;99;;
49;2020-S14;A;3;286;0;;
49;2020-S14;B;94;507;10;;
49;2020-S14;C;68;341;25;;
49;2020-S14;D;38;177;27;;
49;2020-S14;E;44;302;37;;
50;2020-S10;0;0;2632;0;0;1195
50;2020-S10;A;0;507;0;0;285
50;2020-S10;B;0;918;0;0;564
50;2020-S10;C;0;468;0;0;217
50;2020-S10;D;0;243;0;0;61
50;2020-S10;E;0;496;0;0;68
50;2020-S11;0;12;2423;5;11;1200
50;2020-S11;A;0;512;0;3;336
50;2020-S11;B;4;851;0;7;536
50;2020-S11;C;3;413;0;1;223
50;2020-S11;D;0;221;0;0;41
50;2020-S11;E;5;426;5;0;64
50;2020-S12;0;32;1393;23;101;769
50;2020-S12;A;0;223;0;6;165
50;2020-S12;B;5;405;2;58;320
50;2020-S12;C;14;308;9;33;185
50;2020-S12;D;8;145;7;1;41
50;2020-S12;E;5;312;5;3;58
50;2020-S13;0;85;1272;70;129;471
50;2020-S13;A;0;154;0;3;67
50;2020-S13;B;18;375;13;85;223
50;2020-S13;C;32;294;23;26;98
50;2020-S13;D;14;161;14;8;31
50;2020-S13;E;21;287;20;7;52
50;2020-S14;0;86;1319;61;47;416
50;2020-S14;A;0;143;0;3;58
50;2020-S14;B;26;432;14;26;181
50;2020-S14;C;26;309;17;16;107
50;2020-S14;D;10;144;8;1;20
50;2020-S14;E;24;291;22;1;50
51;2020-S10;0;8;2432;4;0;351
51;2020-S10;A;0;552;0;0;129
51;2020-S10;B;4;976;2;0;143
51;2020-S10;C;1;409;0;0;40
51;2020-S10;D;3;183;2;0;11
51;2020-S10;E;0;311;0;0;28
51;2020-S11;0;14;2174;5;7;267
51;2020-S11;A;0;512;0;0;89
51;2020-S11;B;7;850;2;7;122
51;2020-S11;C;5;391;2;0;27
51;2020-S11;D;2;160;1;0;10
51;2020-S11;E;0;261;0;0;19
51;2020-S12;0;91;1339;35;42;268
51;2020-S12;A;0;242;0;2;87
51;2020-S12;B;33;445;3;38;129
51;2020-S12;C;30;282;11;1;24
51;2020-S12;D;8;139;3;1;10
51;2020-S12;E;20;231;18;0;18
51;2020-S13;0;188;1121;83;50;236
51;2020-S13;A;0;127;0;1;45
51;2020-S13;B;75;364;7;37;120
51;2020-S13;C;52;269;21;10;41
51;2020-S13;D;26;153;23;1;14
51;2020-S13;E;35;208;32;1;15
51;2020-S14;0;119;1127;63;25;191
51;2020-S14;A;0;153;0;0;32
51;2020-S14;B;32;367;5;15;83
51;2020-S14;C;34;270;12;8;36
51;2020-S14;D;21;125;18;1;13
51;2020-S14;E;32;212;28;1;27
52;2020-S10;0;0;881;0;;
52;2020-S10;A;0;150;0;;
52;2020-S10;B;0;314;0;;
52;2020-S10;C;0;187;0;;
52;2020-S10;D;0;87;0;;
52;2020-S10;E;0;143;0;;
52;2020-S11;0;3;811;1;;
52;2020-S11;A;0;160;0;;
52;2020-S11;B;3;295;1;;
52;2020-S11;C;0;146;0;;
52;2020-S11;D;0;84;0;;
52;2020-S11;E;0;126;0;;
52;2020-S12;0;68;576;11;;
52;2020-S12;A;1;77;1;;
52;2020-S12;B;28;198;0;;
52;2020-S12;C;25;130;1;;
52;2020-S12;D;6;67;2;;
52;2020-S12;E;8;104;7;;
52;2020-S13;0;180;521;42;;
52;2020-S13;A;1;52;0;;
52;2020-S13;B;79;190;1;;
52;2020-S13;C;53;112;10;;
52;2020-S13;D;25;74;15;;
52;2020-S13;E;22;93;16;;
52;2020-S14;0;116;515;43;;
52;2020-S14;A;1;58;0;;
52;2020-S14;B;47;182;4;;
52;2020-S14;C;31;124;9;;
52;2020-S14;D;13;41;10;;
52;2020-S14;E;24;110;20;;
53;2020-S10;0;2;517;0;;
53;2020-S10;A;0;65;0;;
53;2020-S10;B;0;193;0;;
53;2020-S10;C;2;109;0;;
53;2020-S10;D;0;48;0;;
53;2020-S10;E;0;102;0;;
53;2020-S11;0;0;463;0;;
53;2020-S11;A;0;46;0;;
53;2020-S11;B;0;190;0;;
53;2020-S11;C;0;95;0;;
53;2020-S11;D;0;50;0;;
53;2020-S11;E;0;82;0;;
53;2020-S12;0;8;272;2;;
53;2020-S12;A;0;20;0;;
53;2020-S12;B;4;99;1;;
53;2020-S12;C;1;69;0;;
53;2020-S12;D;3;30;1;;
53;2020-S12;E;0;54;0;;
53;2020-S13;0;92;324;32;;
53;2020-S13;A;0;20;0;;
53;2020-S13;B;33;112;5;;
53;2020-S13;C;27;69;6;;
53;2020-S13;D;9;36;4;;
53;2020-S13;E;23;87;17;;
53;2020-S14;0;84;384;29;;
53;2020-S14;A;0;29;0;;
53;2020-S14;B;41;154;6;;
53;2020-S14;C;17;83;3;;
53;2020-S14;D;7;35;4;;
53;2020-S14;E;19;83;16;;
54;2020-S10;0;3;2862;0;1;1148
54;2020-S10;A;3;680;0;0;336
54;2020-S10;B;0;981;0;1;455
54;2020-S10;C;0;511;0;0;156
54;2020-S10;D;0;238;0;0;69
54;2020-S10;E;0;452;0;0;132
54;2020-S11;0;16;2714;8;10;1248
54;2020-S11;A;12;606;4;2;371
54;2020-S11;B;0;949;0;5;472
54;2020-S11;C;0;455;0;3;171
54;2020-S11;D;1;250;1;0;74
54;2020-S11;E;3;454;3;0;156
54;2020-S12;0;147;1714;69;47;1028
54;2020-S12;A;14;325;7;4;232
54;2020-S12;B;45;571;6;27;413
54;2020-S12;C;43;342;21;9;185
54;2020-S12;D;23;179;14;5;71
54;2020-S12;E;22;297;21;2;127
54;2020-S13;0;302;1682;145;245;1039
54;2020-S13;A;3;226;3;12;121
54;2020-S13;B;72;504;16;136;467
54;2020-S13;C;103;409;38;66;223
54;2020-S13;D;54;214;33;16;80
54;2020-S13;E;70;329;55;15;148
54;2020-S14;0;253;1571;126;222;850
54;2020-S14;A;18;243;9;14;89
54;2020-S14;B;74;488;16;132;369
54;2020-S14;C;67;353;26;46;172
54;2020-S14;D;43;178;34;20;85
54;2020-S14;E;51;309;41;10;135
55;2020-S10;0;0;766;0;;
55;2020-S10;A;0;110;0;;
55;2020-S10;B;0;276;0;;
55;2020-S10;C;0;164;0;;
55;2020-S10;D;0;77;0;;
55;2020-S10;E;0;139;0;;
55;2020-S11;0;8;752;1;;
55;2020-S11;A;0;116;0;;
55;2020-S11;B;4;285;0;;
55;2020-S11;C;3;151;0;;
55;2020-S11;D;0;79;0;;
55;2020-S11;E;1;121;1;;
55;2020-S12;0;72;503;22;;
55;2020-S12;A;0;40;0;;
55;2020-S12;B;36;180;4;;
55;2020-S12;C;21;143;6;;
55;2020-S12;D;10;55;7;;
55;2020-S12;E;5;85;5;;
55;2020-S13;0;83;430;47;;
55;2020-S13;A;1;29;1;;
55;2020-S13;B;23;143;2;;
55;2020-S13;C;31;125;18;;
55;2020-S13;D;15;60;13;;
55;2020-S13;E;13;73;13;;
55;2020-S14;0;86;347;54;;
55;2020-S14;A;0;16;0;;
55;2020-S14;B;23;115;4;;
55;2020-S14;C;23;86;14;;
55;2020-S14;D;22;61;20;;
55;2020-S14;E;18;69;16;;
56;2020-S10;0;311;2654;1;2;676
56;2020-S10;A;48;554;0;0;179
56;2020-S10;B;146;877;0;1;270
56;2020-S10;C;84;512;1;1;107
56;2020-S10;D;25;259;0;0;31
56;2020-S10;E;8;452;0;0;89
56;2020-S11;0;352;3040;4;2;669
56;2020-S11;A;122;632;0;0;182
56;2020-S11;B;113;1000;1;2;283
56;2020-S11;C;78;624;0;0;111
56;2020-S11;D;24;259;2;0;24
56;2020-S11;E;15;525;1;0;69
56;2020-S12;0;320;2050;31;22;549
56;2020-S12;A;30;338;0;1;137
56;2020-S12;B;147;665;1;14;221
56;2020-S12;C;83;479;4;6;105
56;2020-S12;D;24;190;7;1;30
56;2020-S12;E;36;378;19;0;56
56;2020-S13;0;291;1778;43;34;428
56;2020-S13;A;14;201;0;5;68
56;2020-S13;B;114;600;6;17;192
56;2020-S13;C;82;448;8;7;82
56;2020-S13;D;36;204;11;1;26
56;2020-S13;E;45;325;18;4;60
56;2020-S14;0;225;1480;52;12;346
56;2020-S14;A;5;201;0;2;59
56;2020-S14;B;87;433;5;6;139
56;2020-S14;C;76;358;7;4;68
56;2020-S14;D;21;183;8;0;25
56;2020-S14;E;36;305;32;0;55
57;2020-S10;0;3;5186;2;;
57;2020-S10;A;0;1233;0;;
57;2020-S10;B;1;1873;0;;
57;2020-S10;C;1;940;1;;
57;2020-S10;D;1;413;1;;
57;2020-S10;E;0;727;0;;
57;2020-S11;0;90;4635;23;;
57;2020-S11;A;4;1029;0;;
57;2020-S11;B;39;1659;8;;
57;2020-S11;C;35;883;6;;
57;2020-S11;D;6;393;3;;
57;2020-S11;E;6;671;6;;
57;2020-S12;0;652;3515;203;;
57;2020-S12;A;4;488;0;;
57;2020-S12;B;293;1202;31;;
57;2020-S12;C;237;909;82;;
57;2020-S12;D;59;363;41;;
57;2020-S12;E;59;553;49;;
57;2020-S13;0;1056;3492;479;;
57;2020-S13;A;3;295;1;;
57;2020-S13;B;387;1177;48;;
57;2020-S13;C;332;957;139;;
57;2020-S13;D;156;428;130;;
57;2020-S13;E;178;635;161;;
57;2020-S14;0;734;2949;378;;
57;2020-S14;A;2;302;2;;
57;2020-S14;B;235;1009;39;;
57;2020-S14;C;229;724;109;;
57;2020-S14;D;107;376;89;;
57;2020-S14;E;161;538;139;;
58;2020-S10;0;13;1246;9;;
58;2020-S10;A;2;238;2;;
58;2020-S10;B;4;385;4;;
58;2020-S10;C;5;256;3;;
58;2020-S10;D;1;125;0;;
58;2020-S10;E;1;242;0;;
58;2020-S11;0;24;1175;23;;
58;2020-S11;A;1;253;0;;
58;2020-S11;B;11;376;11;;
58;2020-S11;C;6;224;6;;
58;2020-S11;D;1;114;1;;
58;2020-S11;E;5;208;5;;
58;2020-S12;0;63;825;25;;
58;2020-S12;A;2;133;1;;
58;2020-S12;B;25;215;5;;
58;2020-S12;C;20;184;5;;
58;2020-S12;D;4;102;3;;
58;2020-S12;E;12;191;11;;
58;2020-S13;0;137;792;58;;
58;2020-S13;A;3;101;0;;
58;2020-S13;B;65;281;22;;
58;2020-S13;C;47;166;18;;
58;2020-S13;D;7;88;5;;
58;2020-S13;E;15;156;13;;
58;2020-S14;0;138;794;63;;
58;2020-S14;A;1;97;0;;
58;2020-S14;B;59;241;16;;
58;2020-S14;C;41;196;17;;
58;2020-S14;D;11;95;7;;
58;2020-S14;E;26;165;23;;
59;2020-S10;0;82;13483;7;2;5211
59;2020-S10;A;2;3491;0;1;1878
59;2020-S10;B;51;5289;4;1;2594
59;2020-S10;C;16;2201;0;0;545
59;2020-S10;D;6;947;1;0;95
59;2020-S10;E;7;1553;2;0;86
59;2020-S11;0;206;12828;37;24;5503
59;2020-S11;A;21;3636;2;4;2040
59;2020-S11;B;101;4874;4;16;2690
59;2020-S11;C;36;2117;6;4;562
59;2020-S11;D;28;839;10;0;91
59;2020-S11;E;20;1359;15;0;110
59;2020-S12;0;442;6787;142;322;3250
59;2020-S12;A;54;1553;11;51;1007
59;2020-S12;B;168;2434;23;207;1645
59;2020-S12;C;108;1283;39;56;414
59;2020-S12;D;51;593;25;5;83
59;2020-S12;E;61;924;44;2;93
59;2020-S13;0;1072;7018;392;358;2142
59;2020-S13;A;65;1138;19;29;518
59;2020-S13;B;392;2630;56;239;1126
59;2020-S13;C;310;1523;116;80;348
59;2020-S13;D;135;691;73;6;72
59;2020-S13;E;170;1036;128;4;74
59;2020-S14;0;1105;7237;389;253;1708
59;2020-S14;A;43;1158;8;11;345
59;2020-S14;B;412;2662;56;162;884
59;2020-S14;C;310;1605;112;74;314
59;2020-S14;D;124;690;71;6;71
59;2020-S14;E;216;1122;142;0;84
60;2020-S10;0;0;1223;0;;
60;2020-S10;A;0;116;0;;
60;2020-S10;B;0;537;0;;
60;2020-S10;C;0;283;0;;
60;2020-S10;D;0;112;0;;
60;2020-S10;E;0;175;0;;
60;2020-S11;0;0;1103;0;;
60;2020-S11;A;0;62;0;;
60;2020-S11;B;0;507;0;;
60;2020-S11;C;0;257;0;;
60;2020-S11;D;0;98;0;;
60;2020-S11;E;0;179;0;;
60;2020-S12;0;5;899;1;;
60;2020-S12;A;0;52;0;;
60;2020-S12;B;2;361;1;;
60;2020-S12;C;3;239;0;;
60;2020-S12;D;0;98;0;;
60;2020-S12;E;0;149;0;;
60;2020-S13;0;103;893;40;;
60;2020-S13;A;0;40;0;;
60;2020-S13;B;44;378;13;;
60;2020-S13;C;39;250;13;;
60;2020-S13;D;10;99;7;;
60;2020-S13;E;10;126;7;;
60;2020-S14;0;117;786;45;;
60;2020-S14;A;0;51;0;;
60;2020-S14;B;46;323;5;;
60;2020-S14;C;43;218;20;;
60;2020-S14;D;10;74;6;;
60;2020-S14;E;18;120;14;;
61;2020-S10;0;0;1561;0;;
61;2020-S10;A;0;331;0;;
61;2020-S10;B;0;521;0;;
61;2020-S10;C;0;290;0;;
61;2020-S10;D;0;138;0;;
61;2020-S10;E;0;281;0;;
61;2020-S11;0;1;1496;0;;
61;2020-S11;A;0;340;0;;
61;2020-S11;B;0;489;0;;
61;2020-S11;C;1;280;0;;
61;2020-S11;D;0;138;0;;
61;2020-S11;E;0;249;0;;
61;2020-S12;0;37;920;2;;
61;2020-S12;A;19;139;0;;
61;2020-S12;B;8;308;0;;
61;2020-S12;C;7;189;0;;
61;2020-S12;D;1;88;0;;
61;2020-S12;E;2;196;2;;
61;2020-S13;0;60;942;12;;
61;2020-S13;A;27;121;0;;
61;2020-S13;B;9;310;2;;
61;2020-S13;C;11;213;2;;
61;2020-S13;D;5;96;2;;
61;2020-S13;E;8;202;6;;
61;2020-S14;0;48;797;3;;
61;2020-S14;A;13;94;0;;
61;2020-S14;B;20;263;1;;
61;2020-S14;C;11;203;1;;
61;2020-S14;D;2;82;0;;
61;2020-S14;E;2;155;1;;
62;2020-S10;0;1;3480;0;;
62;2020-S10;A;0;902;0;;
62;2020-S10;B;0;1256;0;;
62;2020-S10;C;1;623;0;;
62;2020-S10;D;0;262;0;;
62;2020-S10;E;0;437;0;;
62;2020-S11;0;11;2506;2;;
62;2020-S11;A;3;679;0;;
62;2020-S11;B;1;937;1;;
62;2020-S11;C;1;421;0;;
62;2020-S11;D;1;181;1;;
62;2020-S11;E;5;288;0;;
62;2020-S12;0;84;1351;23;;
62;2020-S12;A;9;257;0;;
62;2020-S12;B;27;460;4;;
62;2020-S12;C;27;298;9;;
62;2020-S12;D;13;129;5;;
62;2020-S12;E;8;207;5;;
62;2020-S13;0;168;1611;43;;
62;2020-S13;A;17;228;0;;
62;2020-S13;B;48;567;8;;
62;2020-S13;C;46;368;11;;
62;2020-S13;D;26;185;9;;
62;2020-S13;E;31;263;15;;
62;2020-S14;0;160;1413;36;;
62;2020-S14;A;13;154;0;;
62;2020-S14;B;41;502;2;;
62;2020-S14;C;45;371;12;;
62;2020-S14;D;20;150;7;;
62;2020-S14;E;41;236;15;;
63;2020-S10;0;0;1221;0;0;937
63;2020-S10;A;0;385;0;0;194
63;2020-S10;B;0;439;0;0;396
63;2020-S10;C;0;172;0;0;170
63;2020-S10;D;0;84;0;0;56
63;2020-S10;E;0;141;0;0;121
63;2020-S11;0;0;1099;0;0;887
63;2020-S11;A;0;384;0;0;176
63;2020-S11;B;0;395;0;0;445
63;2020-S11;C;0;138;0;0;110
63;2020-S11;D;0;74;0;0;53
63;2020-S11;E;0;108;0;0;103
63;2020-S12;0;13;566;5;36;515
63;2020-S12;A;0;188;0;1;119
63;2020-S12;B;6;170;1;23;195
63;2020-S12;C;2;93;0;7;89
63;2020-S12;D;2;48;1;1;37
63;2020-S12;E;3;67;3;4;74
63;2020-S13;0;108;690;47;45;513
63;2020-S13;A;0;172;0;5;77
63;2020-S13;B;49;218;7;28;228
63;2020-S13;C;26;126;12;11;101
63;2020-S13;D;16;64;13;1;44
63;2020-S13;E;17;110;15;0;63
63;2020-S14;0;46;309;25;56;524
63;2020-S14;A;0;157;0;6;64
63;2020-S14;B;14;52;1;28;220
63;2020-S14;C;13;41;9;14;110
63;2020-S14;D;11;33;9;3;48
63;2020-S14;E;8;26;6;5;81
64;2020-S10;0;44;3067;4;5;2420
64;2020-S10;A;6;589;0;1;597
64;2020-S10;B;18;1003;0;3;1030
64;2020-S10;C;15;577;2;0;403
64;2020-S10;D;3;289;0;0;130
64;2020-S10;E;2;609;2;1;258
64;2020-S11;0;92;2979;7;64;2594
64;2020-S11;A;21;678;0;16;722
64;2020-S11;B;39;1011;1;31;1106
64;2020-S11;C;25;549;1;10;419
64;2020-S11;D;2;253;0;4;115
64;2020-S11;E;5;488;5;3;232
64;2020-S12;0;100;1706;28;369;2058
64;2020-S12;A;2;314;1;76;488
64;2020-S12;B;42;494;4;194;875
64;2020-S12;C;34;355;10;59;372
64;2020-S12;D;9;174;3;16;114
64;2020-S12;E;13;369;10;24;209
64;2020-S13;0;124;1535;48;333;1678
64;2020-S13;A;0;239;0;31;260
64;2020-S13;B;45;456;2;184;758
64;2020-S13;C;33;330;9;85;366
64;2020-S13;D;13;172;9;15;105
64;2020-S13;E;33;338;28;18;187
64;2020-S14;0;108;1592;60;243;1473
64;2020-S14;A;3;257;2;31;195
64;2020-S14;B;31;436;8;124;670
64;2020-S14;C;34;347;15;50;314
64;2020-S14;D;12;181;11;12;91
64;2020-S14;E;28;371;24;26;203
65;2020-S10;0;0;850;0;;
65;2020-S10;A;0;121;0;;
65;2020-S10;B;0;297;0;;
65;2020-S10;C;0;206;0;;
65;2020-S10;D;0;98;0;;
65;2020-S10;E;0;128;0;;
65;2020-S11;0;0;779;0;;
65;2020-S11;A;0;112;0;;
65;2020-S11;B;0;257;0;;
65;2020-S11;C;0;201;0;;
65;2020-S11;D;0;77;0;;
65;2020-S11;E;0;132;0;;
65;2020-S12;0;3;404;2;;
65;2020-S12;A;0;39;0;;
65;2020-S12;B;1;112;0;;
65;2020-S12;C;1;122;1;;
65;2020-S12;D;0;51;0;;
65;2020-S12;E;1;80;1;;
65;2020-S13;0;0;363;0;;
65;2020-S13;A;0;28;0;;
65;2020-S13;B;0;114;0;;
65;2020-S13;C;0;92;0;;
65;2020-S13;D;0;45;0;;
65;2020-S13;E;0;84;0;;
65;2020-S14;0;1;233;0;;
65;2020-S14;A;0;18;0;;
65;2020-S14;B;0;62;0;;
65;2020-S14;C;0;67;0;;
65;2020-S14;D;1;27;0;;
65;2020-S14;E;0;59;0;;
66;2020-S10;0;9;2748;0;0;926
66;2020-S10;A;0;623;0;0;404
66;2020-S10;B;4;924;0;0;283
66;2020-S10;C;3;553;0;0;117
66;2020-S10;D;1;280;0;0;33
66;2020-S10;E;1;368;0;0;89
66;2020-S11;0;8;2486;4;2;1082
66;2020-S11;A;1;624;0;0;433
66;2020-S11;B;3;830;1;2;382
66;2020-S11;C;2;479;1;0;127
66;2020-S11;D;1;212;1;0;43
66;2020-S11;E;1;341;1;0;97
66;2020-S12;0;60;1292;20;72;862
66;2020-S12;A;3;238;1;14;289
66;2020-S12;B;20;391;3;36;326
66;2020-S12;C;21;285;8;16;139
66;2020-S12;D;6;150;4;4;37
66;2020-S12;E;10;228;4;2;71
66;2020-S13;0;82;1127;48;156;659
66;2020-S13;A;1;135;1;21;140
66;2020-S13;B;20;345;5;82;277
66;2020-S13;C;28;256;16;38;126
66;2020-S13;D;16;154;12;8;44
66;2020-S13;E;17;237;14;7;72
66;2020-S14;0;71;1163;36;90;498
66;2020-S14;A;1;135;0;11;96
66;2020-S14;B;29;372;6;48;183
66;2020-S14;C;25;278;18;21;102
66;2020-S14;D;4;141;2;3;37
66;2020-S14;E;12;237;10;7;80
67;2020-S10;0;23;3624;5;20;2407
67;2020-S10;A;5;797;1;6;745
67;2020-S10;B;10;1321;0;8;1027
67;2020-S10;C;6;653;3;4;322
67;2020-S10;D;0;301;0;0;105
67;2020-S10;E;2;552;1;2;189
67;2020-S11;0;120;3257;50;95;2729
67;2020-S11;A;27;763;1;7;788
67;2020-S11;B;38;1106;9;55;1191
67;2020-S11;C;26;631;15;24;416
67;2020-S11;D;11;270;9;6;116
67;2020-S11;E;18;487;16;3;201
67;2020-S12;0;419;2157;289;319;2704
67;2020-S12;A;12;333;2;12;522
67;2020-S12;B;109;612;41;173;1307
67;2020-S12;C;130;508;91;83;489
67;2020-S12;D;65;274;56;30;171
67;2020-S12;E;103;430;99;21;211
67;2020-S13;0;607;1978;399;711;2343
67;2020-S13;A;6;278;2;15;295
67;2020-S13;B;111;495;33;349;1064
67;2020-S13;C;206;533;136;206;516
67;2020-S13;D;124;259;99;85;225
67;2020-S13;E;160;413;129;56;238
67;2020-S14;0;439;1850;281;495;1868
67;2020-S14;A;4;294;1;22;266
67;2020-S14;B;78;455;23;247;802
67;2020-S14;C;149;466;92;132;416
67;2020-S14;D;73;228;51;51;168
67;2020-S14;E;135;407;114;41;201
68;2020-S10;0;57;3073;44;68;944
68;2020-S10;A;0;750;0;18;294
68;2020-S10;B;13;979;4;28;447
68;2020-S10;C;17;598;16;15;125
68;2020-S10;D;11;307;9;4;32
68;2020-S10;E;16;439;15;3;44
68;2020-S11;0;259;2624;178;144;924
68;2020-S11;A;2;507;2;20;197
68;2020-S11;B;38;713;10;66;424
68;2020-S11;C;82;570;50;36;170
68;2020-S11;D;60;320;51;8;59
68;2020-S11;E;77;514;65;14;73
68;2020-S12;0;569;2067;363;282;853
68;2020-S12;A;0;284;0;13;130
68;2020-S12;B;96;523;18;153;392
68;2020-S12;C;160;485;90;72;157
68;2020-S12;D;134;319;97;21;77
68;2020-S12;E;179;456;158;22;94
68;2020-S13;0;855;2085;530;395;894
68;2020-S13;A;0;202;0;14;85
68;2020-S13;B;143;518;33;182;393
68;2020-S13;C;294;580;162;108;199
68;2020-S13;D;185;331;137;41;76
68;2020-S13;E;233;454;198;49;140
68;2020-S14;0;514;1800;334;274;837
68;2020-S14;A;0;220;0;7;98
68;2020-S14;B;79;460;21;137;340
68;2020-S14;C;194;511;106;72;188
68;2020-S14;D;101;219;86;23;84
68;2020-S14;E;140;390;121;35;127
69;2020-S10;0;31;8409;24;3;2394
69;2020-S10;A;0;1807;0;0;560
69;2020-S10;B;7;3429;3;0;1080
69;2020-S10;C;2;1459;2;2;288
69;2020-S10;D;9;603;7;0;107
69;2020-S10;E;13;1111;12;1;339
69;2020-S11;0;243;8306;109;158;2463
69;2020-S11;A;4;1946;2;27;553
69;2020-S11;B;112;3486;20;83;1242
69;2020-S11;C;55;1441;24;28;317
69;2020-S11;D;27;519;21;11;88
69;2020-S11;E;45;914;42;8;240
69;2020-S12;0;618;4914;278;496;2608
69;2020-S12;A;1;1013;1;45;560
69;2020-S12;B;249;1750;44;253;1090
69;2020-S12;C;168;1019;70;109;437
69;2020-S12;D;73;411;49;51;199
69;2020-S12;E;127;721;114;38;320
69;2020-S13;0;1193;4597;594;608;2347
69;2020-S13;A;5;713;2;39;351
69;2020-S13;B;412;1689;81;270;950
69;2020-S13;C;343;1031;158;150;478
69;2020-S13;D;175;434;122;64;193
69;2020-S13;E;258;730;231;83;372
69;2020-S14;0;962;4363;422;476;2177
69;2020-S14;A;6;667;0;40;261
69;2020-S14;B;375;1638;57;212;854
69;2020-S14;C;264;970;100;108;430
69;2020-S14;D;110;361;86;41;188
69;2020-S14;E;207;727;179;75;443
70;2020-S10;0;0;1008;0;;
70;2020-S10;A;0;143;0;;
70;2020-S10;B;0;349;0;;
70;2020-S10;C;0;234;0;;
70;2020-S10;D;0;104;0;;
70;2020-S10;E;0;178;0;;
70;2020-S11;0;43;919;9;;
70;2020-S11;A;1;119;0;;
70;2020-S11;B;19;331;1;;
70;2020-S11;C;13;220;0;;
70;2020-S11;D;1;84;0;;
70;2020-S11;E;9;165;8;;
70;2020-S12;0;126;578;73;;
70;2020-S12;A;5;58;2;;
70;2020-S12;B;33;182;6;;
70;2020-S12;C;31;129;18;;
70;2020-S12;D;20;85;15;;
70;2020-S12;E;37;124;32;;
70;2020-S13;0;204;568;115;;
70;2020-S13;A;3;42;1;;
70;2020-S13;B;51;170;8;;
70;2020-S13;C;63;164;33;;
70;2020-S13;D;29;64;22;;
70;2020-S13;E;58;128;51;;
70;2020-S14;0;159;508;102;;
70;2020-S14;A;3;42;3;;
70;2020-S14;B;35;155;11;;
70;2020-S14;C;44;131;22;;
70;2020-S14;D;28;66;22;;
70;2020-S14;E;49;114;44;;
71;2020-S10;0;96;2917;50;;
71;2020-S10;A;2;554;0;;
71;2020-S10;B;32;1026;8;;
71;2020-S10;C;31;581;12;;
71;2020-S10;D;7;233;6;;
71;2020-S10;E;24;523;24;;
71;2020-S11;0;182;2562;67;;
71;2020-S11;A;9;454;1;;
71;2020-S11;B;61;929;5;;
71;2020-S11;C;48;495;14;;
71;2020-S11;D;23;247;13;;
71;2020-S11;E;41;437;34;;
71;2020-S12;0;349;1724;114;;
71;2020-S12;A;1;217;0;;
71;2020-S12;B;139;566;19;;
71;2020-S12;C;111;423;33;;
71;2020-S12;D;35;183;18;;
71;2020-S12;E;63;335;44;;
71;2020-S13;0;491;1678;215;;
71;2020-S13;A;10;140;3;;
71;2020-S13;B;142;498;27;;
71;2020-S13;C;157;439;51;;
71;2020-S13;D;63;205;46;;
71;2020-S13;E;119;396;88;;
71;2020-S14;0;453;1702;180;;
71;2020-S14;A;7;140;3;;
71;2020-S14;B;168;549;34;;
71;2020-S14;C;138;462;44;;
71;2020-S14;D;61;202;40;;
71;2020-S14;E;79;349;59;;
72;2020-S10;0;55;2467;53;;
72;2020-S10;A;6;547;6;;
72;2020-S10;B;18;831;17;;
72;2020-S10;C;19;452;18;;
72;2020-S10;D;3;226;3;;
72;2020-S10;E;9;411;9;;
72;2020-S11;0;98;2343;36;;
72;2020-S11;A;9;597;0;;
72;2020-S11;B;39;793;7;;
72;2020-S11;C;20;402;3;;
72;2020-S11;D;10;173;9;;
72;2020-S11;E;19;377;17;;
72;2020-S12;0;223;1633;60;;
72;2020-S12;A;2;263;1;;
